,brand,model,partner_price,retail_price,category
64358,EMC,VG8-DMEX,18200.0,35000.0,Storage
64359,EMC,VG8-DM-U,37180.0,71500.0,Network
64360,EMC,VG8-DM,28600.0,55000.0,Network
64361,EMC,VG8-DMEX-U,23660.0,45500.0,Storage
64376,EMC,VL41012001B,1360.9,2195.0,Storage
64377,EMC,VL41012001BTU,1906.5,3075.0,Storage
64378,EMC,VL41012001BU,1906.5,3075.0,Storage
64379,EMC,VL4103001B,533.2,860.0,Storage
64380,EMC,VL4103001BTU,747.1,1205.0,Storage
64381,EMC,VL4103001BU,747.1,1205.0,Storage
64382,EMC,VL4103001C,533.2,860.0,Storage
64383,EMC,VL4103001CTU,747.1,1205.0,Storage
64390,EMC,VCTELCO2UDAE,115.2,160.0,Network
64391,EMC,VG2-DM-U,6760.0,13000.0,Network
64392,EMC,VG2-DME0,7280.0,14000.0,Storage
64393,EMC,VG-MXGT-U,8261.5,13325.0,Network
64394,EMC,VG10-DM,8122.0,13100.0,Network
64395,EMC,VG10-DM-U,10558.6,17030.0,Network
64396,EMC,VG10-DME,10558.6,17030.0,Storage
64401,EMC,VF4FM8001BU,16777.2,27060.0,Storage
64430,EMC,VDMMXG2TWBUS,1596.0,2800.0,Network
64431,EMC,VDMMXG2TWUS,1596.0,2800.0,Network
64432,EMC,VDMMXGTU,4541.5,7325.0,Network
64433,EMC,VDMMXGTUS,2074.8,3640.0,Network
64434,EMC,VDPEXPSASBEAU,13330.0,21500.0,Network
64435,EMC,VDX-6740B-24F,9916.9,15995.0,Network
64436,EMC,VDX-6740B-24R,9916.9,15995.0,Network
64437,EMC,VDX-6740B-64F,21696.9,34995.0,Network
64438,EMC,VDX-6740B-64R,21696.9,34995.0,Network
64439,EMC,VBSFP-TWAX-3M,397.8,765.0,Network
64440,EMC,VBSFP-TWAX-5M,486.2,935.0,Network
64450,EMC,VBTELCO1UCS,480.48,924.0,Network
64451,EMC,VBTELCO2UDAE,104.52,201.0,Network
64452,EMC,VBTELCO2UDME,104.52,201.0,Network
64453,EMC,VBTELCO3UDAE,104.52,201.0,Network
64454,EMC,VBTELCO3UDPE,173.68,334.0,Network
64457,EMC,VCBTELCO3UDPE,115.2,160.0,Network
64460,EMC,VDMBM1GCUA,768.56,1478.0,Network
64461,EMC,VDMBM1GCUU,1078.48,2074.0,Network
64463,EMC,VF4106001CTU,1531.4,2470.0,Storage
64464,EMC,VF4106001CU,1531.4,2470.0,Storage
64465,EMC,VF4153001B,883.5,1425.0,Storage
64470,EMC,VG50-2-DOC-DB,,,Network
64471,EMC,VG50-2-DOC-SY,,,Network
64472,EMC,VG50-3-DOC-DB,,,Network
64473,EMC,VG50-3-DOC-SY,,,Network
64474,EMC,VG50-4-DOC-DB,,,Network
64475,EMC,VG50-4-DOC-SY,,,Network
64476,EMC,VG50-DM,34100.0,55000.0,Network
64477,EMC,VG50-DM-U,44330.0,71500.0,Network
64478,EMC,VG50-DME0,60915.0,98250.0,Storage
64479,EMC,VG50-DMEX,27900.0,45000.0,Storage
64480,EMC,VG50-DMEX-U,36270.0,58500.0,Storage
64483,EMC,VF4FM8001BTU,16777.2,27060.0,Storage
64484,EMC,VDMBMXG2OPA,2305.68,4434.0,Network
64485,EMC,VDMBMXG2OPU,3237.52,6226.0,Network
64486,EMC,VDMBMXG2TWA,1537.12,2956.0,Network
64487,EMC,VDMBMXG2TWU,2154.88,4144.0,Network
64488,EMC,VDMBMXGTA,1152.84,2217.0,Network
64489,EMC,VDMBMXGTU,1614.08,3104.0,Network
64490,EMC,VDMM1GCUOPU,2117.3,3415.0,Network
64491,EMC,VDMM1GCUOPUS,1117.2,1960.0,Network
64492,EMC,VDMM1GCUU,1512.8,2440.0,Network
64493,EMC,VDMM1GCUUS,798.0,1400.0,Network
64494,EMC,VDMMXG2FCOOPA,3120.0,6000.0,Network
64498,EMC,VG2-DM,5200.0,10000.0,Network
64499,EMC,VDMMXG2OPBUS,2394.0,4200.0,Network
64500,EMC,VDMMXG2OPUS,2394.0,4200.0,Network
64501,EMC,VDMMXG2TWBU,3022.5,4875.0,Network
64502,EMC,VB5-850F-1TB-2R57U,976320.65,1457195.0,Network
64503,EMC,VB5-850F-1TB-2R614,813601.1,1214330.0,Network
64504,EMC,VB5-850F-1TB-2R64U,976320.65,1457195.0,Network
64505,EMC,VB5-850F-1TB-4R57,813601.1,1214330.0,Network
64506,EMC,VB5-850F-1TB-4R57U,976320.65,1457195.0,Network
64507,EMC,VB5-850F-2TB-2R57,1416601.1,2114330.0,Network
64508,EMC,VB5-850F-2TB-2R57U,1699920.65,2537195.0,Network
64509,EMC,VB4-45TF-1TB-4R57U,871817.4,1301220.0,Network
64510,EMC,VB4-45TF-2TB-2R57U,1595417.4,2381220.0,Network
64511,EMC,VB4-45TF-2TB-2R64U,1595417.4,2381220.0,Network
64512,EMC,VB4-45TF-2TB-4R57U,1595417.4,2381220.0,Network
64513,EMC,VB4-45TX-1TB-2R57U,1091858.8,1629640.0,Network
64514,EMC,VB4-45TX-1TB-2R64U,1091858.8,1629640.0,Network
64515,EMC,VB4-45TX-1TB-4R57U,1091858.8,1629640.0,Network
64516,EMC,VB4-45TX-2TB-2R57U,1815458.8,2709640.0,Network
64517,EMC,VB4-45TX-2TB-2R64U,1815458.8,2709640.0,Network
64518,EMC,VB4-45TX-2TB-4R57U,1815458.8,2709640.0,Network
64519,EMC,VB4-850F-1TB-2R57,813601.1,1214330.0,Network
64520,EMC,VB4-850F-1TB-2R57U,976320.65,1457195.0,Network
64521,EMC,VB4-850F-1TB-2R614,813601.1,1214330.0,Network
64522,EMC,VB4-850F-1TB-2R64U,976320.65,1457195.0,Network
64523,EMC,VB4-850F-1TB-4R57,813601.1,1214330.0,Network
64524,EMC,VB4-850F-1TB-4R57U,976320.65,1457195.0,Network
64525,EMC,VB4-850F-2TB-2R57,1416601.1,2114330.0,Network
64526,EMC,VB4-850F-2TB-2R57U,1699920.65,2537195.0,Network
64527,EMC,VB4-850F-2TB-2R614,1416601.1,2114330.0,Network
64528,EMC,VB4-850F-2TB-2R64U,1699920.65,2537195.0,Network
64529,EMC,VB4-850F-2TB-4R57,1416601.1,2114330.0,Network
64530,EMC,VB4-850F-2TB-4R57U,1699920.65,2537195.0,Network
64531,EMC,VB4-85TX-1TB-2R57U,1197903.05,1787915.0,Network
64532,EMC,VG-M1GCU-U,1463.2,2360.0,Network
64533,EMC,VG-M8GF-A,2538.9,4095.0,Network
64534,EMC,VG-MXG2OP-A,6355.0,10250.0,Network
64535,EMC,VG-MXG2OP-U,8261.5,13325.0,Network
64536,EMC,VB5-850F-2TB-2R614,1416601.1,2114330.0,Network
64537,EMC,VB6-850F-1TB-2R57,813601.1,1214330.0,Network
64538,EMC,VB8-850X-2TB-4R57U,1921503.05,2867915.0,Network
64539,EMC,VB8-85TF-1TB-2R57U,976320.65,1457195.0,Network
64540,EMC,VB8-85TF-1TB-2R64U,976320.65,1457195.0,Network
64541,EMC,VB8-85TF-1TB-4R57U,976320.65,1457195.0,Network
64542,EMC,VB8-85TF-2TB-2R57U,1699920.65,2537195.0,Network
64543,EMC,VB8-85TF-2TB-2R64U,1699920.65,2537195.0,Network
64544,EMC,VB8-85TF-2TB-4R57U,1699920.65,2537195.0,Network
64545,EMC,VB8-85TX-1TB-2R57U,1197903.05,1787915.0,Network
64546,EMC,VB8-85TX-1TB-2R64U,1197903.05,1787915.0,Network
64547,EMC,VB8-85TX-1TB-4R57U,1197903.05,1787915.0,Network
64548,EMC,VB8-85TX-2TB-2R57U,1921503.05,2867915.0,Network
64549,EMC,VB8-85TX-2TB-2R64U,1921503.05,2867915.0,Network
64550,EMC,VB8-85TX-2TB-4R57U,1921503.05,2867915.0,Network
64553,EMC,VB6-85TF-2TB-2R57U,1699920.65,2537195.0,Network
64554,EMC,VB4-850X-1TB-4R57U,1197903.05,1787915.0,Network
64555,EMC,VB4-850X-2TB-2R57,1601253.1,2389930.0,Network
64556,EMC,VB4-850X-2TB-2R57U,1921503.05,2867915.0,Network
64557,EMC,VB4-850X-2TB-2R614,1601253.1,2389930.0,Network
64558,EMC,VB4-850X-2TB-2R64U,1921503.05,2867915.0,Network
64559,EMC,VB4-850X-2TB-4R57,1601253.1,2389930.0,Network
64560,EMC,VB4-850X-2TB-4R57U,1921503.05,2867915.0,Network
64561,EMC,VB4-85TF-1TB-2R57U,976320.65,1457195.0,Network
64562,EMC,VB4-85TF-1TB-2R64U,976320.65,1457195.0,Network
64563,EMC,VB4-85TF-1TB-4R57U,976320.65,1457195.0,Network
64564,EMC,VB4-85TF-2TB-2R57U,1699920.65,2537195.0,Network
64565,EMC,VB4-85TF-2TB-2R64U,1699920.65,2537195.0,Network
64566,EMC,VB4-85TF-2TB-4R57U,1699920.65,2537195.0,Network
64567,EMC,VDMMXG2FCOOPU,4368.0,8400.0,Network
64568,EMC,VDMMXG2FCOTWA,2184.0,4200.0,Network
64569,EMC,VDMMXG2FCOTWU,3057.6,5880.0,Network
64570,EMC,VDMMXG2OPBU,4541.5,7325.0,Network
64571,EMC,VB4-85TX-2TB-2R64U,1921503.05,2867915.0,Network
64572,EMC,VB4-85TX-2TB-4R57U,1921503.05,2867915.0,Network
64573,EMC,VB5-850F-1TB-2R57,813601.1,1214330.0,Network
64574,EMC,VB6-850F-1TB-2R57U,976320.65,1457195.0,Network
64575,EMC,VB5-850X-2TB-2R614,1601253.1,2389930.0,Network
64576,EMC,VB5-850X-2TB-2R64U,1921503.05,2867915.0,Network
64577,EMC,VB5-850X-2TB-4R57,1601253.1,2389930.0,Network
64578,EMC,VB5-850X-2TB-4R57U,1921503.05,2867915.0,Network
64579,EMC,VB5-85TF-1TB-2R57U,976320.65,1457195.0,Network
64580,EMC,VB5-85TF-1TB-2R64U,976320.65,1457195.0,Network
64581,EMC,VB5-85TF-1TB-4R57U,976320.65,1457195.0,Network
64582,EMC,VB5-85TF-2TB-2R57U,1699920.65,2537195.0,Network
64583,EMC,VB5-85TF-2TB-2R64U,1699920.65,2537195.0,Network
64584,EMC,VB5-85TF-2TB-4R57U,1699920.65,2537195.0,Network
64585,EMC,VB5-85TX-1TB-2R57U,1197903.05,1787915.0,Network
64586,EMC,VB5-85TX-1TB-2R64U,1197903.05,1787915.0,Network
64587,EMC,VB5-85TX-1TB-4R57U,1197903.05,1787915.0,Network
64588,EMC,VB5-85TX-2TB-2R57U,1921503.05,2867915.0,Network
64589,EMC,VB5-85TX-2TB-2R64U,1921503.05,2867915.0,Network
64590,EMC,VB5-85TX-2TB-4R57U,1921503.05,2867915.0,Network
64591,EMC,VBSFP-TWAX-1M,331.76,638.0,Network
64597,EMC,VG-CS,5390.9,8695.0,Storage
64598,EMC,VG-CS-1UBEZEL,,,Network
64599,EMC,VG-CS2,5390.9,8695.0,Storage
64600,EMC,VG-CS2-U,7009.1,11305.0,Storage
64601,EMC,VG-FCOE-OP,6355.0,10250.0,Network
64602,EMC,VG-FCOE-TW,6355.0,10250.0,Network
64603,EMC,VG-M1GCU-A,1125.3,1815.0,Network
64608,EMC,VG-MXG2TW-A,1125.3,1815.0,Network
64609,EMC,VG-MXG2TW-U,1463.2,2360.0,Network
64610,EMC,VG-MXGT-A,6355.0,10250.0,Network
64611,EMC,VB6-850F-1TB-2R614,813601.1,1214330.0,Network
64612,EMC,VB6-850F-1TB-2R64U,976320.65,1457195.0,Network
64613,EMC,VB6-850F-1TB-4R57,813601.1,1214330.0,Network
64614,EMC,VB6-850F-1TB-4R57U,976320.65,1457195.0,Network
64615,EMC,VB6-850F-2TB-2R57,1416601.1,2114330.0,Network
64616,EMC,VB6-850F-2TB-2R57U,1699920.65,2537195.0,Network
64617,EMC,VB6-850F-2TB-2R614,1416601.1,2114330.0,Network
64618,EMC,VB6-850F-2TB-2R64U,1699920.65,2537195.0,Network
64619,EMC,VB6-850F-2TB-4R57,1416601.1,2114330.0,Network
64620,EMC,VB6-850F-2TB-4R57U,1699920.65,2537195.0,Network
64621,EMC,VB6-850X-1TB-2R57,998253.1,1489930.0,Network
64622,EMC,VB6-850X-1TB-2R57U,1197903.05,1787915.0,Network
64623,EMC,VB6-850X-1TB-2R614,998253.1,1489930.0,Network
64624,EMC,VB6-850X-1TB-2R64U,1197903.05,1787915.0,Network
64625,EMC,VB6-850X-1TB-4R57,998253.1,1489930.0,Network
64626,EMC,VB5-850X-1TB-4R57,998253.1,1489930.0,Network
64627,EMC,VB5-850X-1TB-2R64U,1197903.05,1787915.0,Network
64628,EMC,VB5-850X-1TB-2R614,998253.1,1489930.0,Network
64629,EMC,VB5-850X-1TB-2R57U,1197903.05,1787915.0,Network
64630,EMC,VB5-850X-1TB-2R57,998253.1,1489930.0,Network
64631,EMC,VB5-850F-2TB-4R57U,1699920.65,2537195.0,Network
64632,EMC,VB5-850F-2TB-4R57,1416601.1,2114330.0,Network
64633,EMC,VB5-850F-2TB-2R64U,1699920.65,2537195.0,Network
64634,EMC,VB6-85TF-1TB-4R57U,976320.65,1457195.0,Network
64635,EMC,VB6-850X-1TB-4R57U,1197903.05,1787915.0,Network
64636,EMC,VB6-850X-2TB-2R57,1601253.1,2389930.0,Network
64637,EMC,VB6-850X-2TB-2R57U,1921503.05,2867915.0,Network
64638,EMC,VB6-850X-2TB-2R614,1601253.1,2389930.0,Network
64639,EMC,VB6-850X-2TB-2R64U,1921503.05,2867915.0,Network
64640,EMC,VB4-85TX-1TB-2R64U,1197903.05,1787915.0,Network
64641,EMC,VB4-85TX-1TB-4R57U,1197903.05,1787915.0,Network
64642,EMC,VB4-85TX-2TB-2R57U,1921503.05,2867915.0,Network
64643,EMC,VB4-850X-1TB-4R57,998253.1,1489930.0,Network
64644,EMC,VB5-850X-1TB-4R57U,1197903.05,1787915.0,Network
64645,EMC,VB5-850X-2TB-2R57,1601253.1,2389930.0,Network
64646,EMC,VB5-850X-2TB-2R57U,1921503.05,2867915.0,Network
64709,EMC,VB6-85TF-1TB-2R57U,976320.65,1457195.0,Network
64710,EMC,VB6-850X-2TB-4R57,1601253.1,2389930.0,Network
64711,EMC,VB6-850X-2TB-4R57U,1921503.05,2867915.0,Network
64937,EMC,VL4151461BTU,1314.4,2120.0,Storage
64938,EMC,VL4151461BU,1314.4,2120.0,Storage
64939,EMC,VL4151461B,939.3,1515.0,Storage
64940,EMC,VL4109001CU,1701.9,2745.0,Storage
64941,EMC,VL4151461C,939.3,1515.0,Storage
64942,EMC,VL4151461CTU,1314.4,2120.0,Storage
64943,EMC,VL4151461CU,1314.4,2120.0,Storage
64944,EMC,VL4153001B,1373.3,2215.0,Storage
64945,EMC,VL4153001BTU,1922.0,3100.0,Storage
64946,EMC,VL4109001CTU,1701.9,2745.0,Storage
64947,EMC,VL4109001C,1215.2,1960.0,Storage
64948,EMC,VL4109001BU,1701.9,2745.0,Storage
64949,EMC,VL4109001BTU,1701.9,2745.0,Storage
64950,EMC,VL4109001B,1215.2,1960.0,Storage
64951,EMC,VL4106001CU,1292.7,2085.0,Storage
64952,EMC,VL4106001CTU,1292.7,2085.0,Storage
64953,EMC,VL4106001C,923.8,1490.0,Storage
64954,EMC,VL4106001BU,1292.7,2085.0,Storage
64955,EMC,VL4153001BU,1922.0,3100.0,Storage
64956,EMC,VL4153001C,1373.3,2215.0,Storage
64957,EMC,VL4153001CTU,1922.0,3100.0,Storage
64958,EMC,VL4153001CU,1922.0,3100.0,Storage
64959,EMC,VL4156001B,2432.88,3924.0,Storage
64960,EMC,VL4156001BTU,3405.66,5493.0,Storage
64961,EMC,VL4156001BU,3405.66,5493.0,Storage
64964,EMC,VL4FM8001BTU,16777.2,27060.0,Storage
64979,EMC,VN52DP01210FD,11795.16,22683.0,Storage
64980,EMC,VL47210001B,1010.6,1630.0,Storage
64981,EMC,VL47210001BTU,1413.6,2280.0,Storage
64982,EMC,VL47210001BU,1413.6,2280.0,Storage
64983,EMC,VL47210001C,1010.6,1630.0,Storage
64984,EMC,VL47210001CTU,1413.6,2280.0,Storage
64985,EMC,VL47210001CU,1413.6,2280.0,Storage
64986,EMC,VL4FM1001B,2018.1,3255.0,Storage
64987,EMC,VL4FM1001BU,2777.6,4480.0,Storage
64988,EMC,VL4FM1001C,2018.1,3255.0,Storage
64989,EMC,VL4FM1001CTU,2777.6,4480.0,Storage
64990,EMC,VL4FM1001CU,2777.6,4480.0,Storage
64991,EMC,VL4FM2001B,3574.3,5765.0,Storage
64992,EMC,VL4FM2001BU,5006.5,8075.0,Storage
64993,EMC,VL4FM2001C,3574.3,5765.0,Storage
64994,EMC,VL4FM2001CU,5006.5,8075.0,Storage
64995,EMC,VL4FM4001B,6782.8,10940.0,Storage
64996,EMC,VL4FM4001BU,9492.2,15310.0,Storage
64997,EMC,VL4FM4001C,6782.8,10940.0,Storage
64998,EMC,VL4FM4001CU,9492.2,15310.0,Storage
64999,EMC,VL4FM8001B,11984.6,19330.0,Storage
65002,EMC,VM2-RPHW-G6T,11935.0,19250.0,Network
65003,EMC,VM4-RPHW-G6T,11935.0,19250.0,Network
65007,EMC,VL4106001B,923.8,1490.0,Storage
65008,EMC,VL4106001BTU,1292.7,2085.0,Storage
65037,EMC,VB6-85TF-1TB-2R64U,976320.65,1457195.0,Network
65058,EMC,VMX-RPHW-G5T,11085.6,17880.0,Network
65060,EMC,VN52DP010NLFD,7124.0,13700.0,Storage
65061,EMC,VN52DP010NLMD,7124.0,13700.0,Storage
65073,EMC,VL4FM8001BU,16777.2,27060.0,Storage
65087,EMC,X410-SATA-015,61670.7,94878.0,Storage
65091,EMC,VNX-2U-BLANK,26.04,42.0,DELETE
65096,EMC,110-4200-521,1896.46,2873.0,Network
65097,EMC,VNX-1U-BLANKS,11.4,20.0,DELETE
65098,EMC,VNX-1U-BLANK,21.7,35.0,DELETE
65099,EMC,VN52DP92510MD,15298.4,29420.0,Storage
65100,EMC,VN52DP92510FD,15298.4,29420.0,Storage
65115,EMC,VN52DP01210MD,11795.16,22683.0,Storage
65116,EMC,VN52DP112NLFD,8654.88,16644.0,Storage
65117,EMC,VN52DP112NLMD,8654.88,16644.0,Storage
65154,EMC,VN52DP12210FD,14153.88,27219.0,Storage
65191,EMC,VN52DP12210MD,14153.88,27219.0,Storage
65192,EMC,VN52DP12510FD,18358.08,35304.0,Storage
65193,EMC,VN52DP12510MD,18358.08,35304.0,Storage
65194,EMC,VN52DP125NLFD,12879.36,24768.0,Storage
65195,EMC,VN52DP125NLMD,12879.36,24768.0,Storage
65196,EMC,VN52DP30015FD,8535.8,16415.0,Storage
65197,EMC,VN52DP30015MD,8535.8,16415.0,Storage
65198,EMC,VN52DP31215FD,9389.12,18056.0,Storage
65199,EMC,VN52DP31215MD,9389.12,18056.0,Storage
65200,EMC,VN52DP32515FD,12879.36,24768.0,Storage
65201,EMC,VN52DP32515MD,12879.36,24768.0,Storage
65208,EMC,VN52DP91210MD,11795.16,22683.0,Storage
65209,EMC,VN52DP91210FD,11795.16,22683.0,Storage
65210,EMC,VN52DP90010MD,9829.56,18903.0,Storage
65211,EMC,VN52DP400FXFD,24837.8,47765.0,Storage
65212,EMC,VN52DP400FXMD,24837.8,47765.0,Storage
65213,EMC,VN52DP60010FD,9112.48,17524.0,Storage
65214,EMC,VN52DP60010MD,9112.48,17524.0,Storage
65215,EMC,VN52DP61210FD,10023.52,19276.0,Storage
65216,EMC,VN52DP90010FD,9829.56,18903.0,Storage
65217,EMC,VN52DP62510MD,11548.68,22209.0,Storage
65227,EMC,VF4153001BTU,1236.9,1995.0,Storage
65294,EMC,VN52DP61210MD,10023.52,19276.0,Storage
65295,EMC,VN52DP62510FD,11548.68,22209.0,Storage
65296,EMC,VCTELCO3UDAE,115.2,160.0,Network
65332,EMC,V13-PWR-12,,,Network
65333,EMC,V13-PWR-15,,,Network
65536,EMC,V-N4-201210,3296.8,6340.0,Storage
65537,EMC,V-N4-230015,2841.8,5465.0,Storage
65538,EMC,V-N4-2400FX,9131.2,17560.0,Storage
65550,EMC,V32-800W-PS,285.0,500.0,Power
65551,EMC,V32-8GFC,798.0,1400.0,Network
65554,EMC,V212D8A12CXL12,13110.0,23000.0,Server
65555,EMC,V212S04A12CXL,6384.0,11200.0,Server
65556,EMC,V2-2S10-900TU,735.3,1290.0,Storage
65557,EMC,V2-2S10-900U,735.3,1290.0,Storage
65558,EMC,V2-2S10E-900U,1031.7,1810.0,Storage
65559,EMC,V2-2S6F-100TU,1798.35,3155.0,Storage
65560,EMC,V2-2S6F-100U,1798.35,3155.0,Storage
65561,EMC,V2-2S6F-200TU,3402.9,5970.0,Storage
65562,EMC,V2-2S6F-200U,3402.9,5970.0,Storage
65563,EMC,V2-DAE-12,1076.16,1888.0,Network
65564,EMC,V2-DAE-25,1905.51,3343.0,Network
65565,EMC,V2-DAE-N-25-A,1905.51,3343.0,Storage
65566,EMC,V2-DAE-N-25-D,2000.7,3510.0,Storage
65567,EMC,V2-DAE-R-25-A,1905.51,3343.0,Storage
65568,EMC,V2-PS07-010-6,1613.1,2830.0,Storage
65569,EMC,V2-PS07-020-6,2462.4,4320.0,Storage
65570,EMC,V2-PS07-0206U,3334.5,5850.0,Storage
65571,EMC,V2-PS07-020TU,555.75,975.0,Storage
65572,EMC,V2-PS07-020U,555.75,975.0,Storage
65573,EMC,V2-PS07-030TU,789.45,1385.0,Storage
65574,EMC,V2-PS07-030U,780.9,1370.0,Storage
65575,EMC,V2-PS07-040,706.8,1240.0,Storage
65576,EMC,V2-PS07-040TU,951.9,1670.0,Storage
65577,EMC,V2-PS07-040U,951.9,1670.0,Storage
65578,EMC,V2-PS07E-030U,1108.65,1945.0,Storage
65579,EMC,V2-PS10-900TU,735.3,1290.0,Storage
65580,EMC,V2-PS10-900U,735.3,1290.0,Storage
65581,EMC,V2-PS10E-900U,1117.2,1960.0,Storage
65582,EMC,V2-PS15-300-5,1875.3,3290.0,Storage
65594,EMC,V-N4-290010,2592.2,4985.0,Storage
65595,EMC,V-N4-2S0701,2048.8,3940.0,Storage
65596,EMC,V-N4-D400FX,9131.2,17560.0,Storage
65597,EMC,V-N4-D60010,1968.2,3785.0,Storage
65598,EMC,V-N4-D90010,2592.2,4985.0,Storage
65599,EMC,V-N4-V30015,2082.6,4005.0,Storage
65600,EMC,V-N4-V400FX,9131.2,17560.0,Storage
65601,EMC,V-N4-V60010,1968.2,3785.0,Storage
65602,EMC,V-N4-V60015,3192.8,6140.0,Storage
65603,EMC,V-N4-V90010,2592.2,4985.0,Storage
65604,EMC,V212S04A25FM,14668.38,25734.0,Storage
65613,EMC,V-NB-290010,3964.9,6395.0,Storage
65614,EMC,V-NB-D60010,3047.3,4915.0,Storage
65615,EMC,V-NB-D90010,4327.6,6980.0,Storage
65616,EMC,V-NB-V90010,4327.6,6980.0,Storage
65622,EMC,V32D12AN2QM12,9083.52,15936.0,Server
65623,EMC,V32D12AN2QM6,5441.22,9546.0,Server
65624,EMC,V32D12AN2QN12,10895.55,19115.0,Server
65625,EMC,V32D12AN2QN6,6526.5,11450.0,Server
65626,EMC,V32D12AN5F1610,,,Server
65638,EMC,V-N4-260010,1968.2,3785.0,Storage
65691,EMC,VB4-45TF-1TB-2R64U,871817.4,1301220.0,Network
65692,EMC,V13-PWR-14,,,Network
65693,EMC,V13-PWR-13,,,Network
65695,EMC,V21-LCC-DAE25,1011.18,1774.0,Storage
65696,EMC,V21-MEM-DUPG8,541.5,950.0,Network
65697,EMC,V13-PWR-3,,,Network
65698,EMC,V13-PWR-11,,,Network
65735,EMC,V13-PWR-10,,,Network
65736,EMC,V-V4-D60015,2904.2,5585.0,Storage
65737,EMC,V-V4-D800FX,15592.2,29985.0,Storage
65738,EMC,V-V4-D90010,2355.6,4530.0,Storage
65739,EMC,V-V4-DS1600FX,20363.2,39160.0,Storage
65740,EMC,V-V4-V30015,1892.8,3640.0,Storage
65741,EMC,V-V4-V400FX,7051.2,13560.0,Storage
65742,EMC,V-V4-V60010,1794.0,3450.0,Storage
65743,EMC,V-V4-V60015,2901.6,5580.0,Storage
65744,EMC,V-V4-V800FX,15592.2,29985.0,Storage
65745,EMC,V-V4-V90010,2355.6,4530.0,Storage
65746,EMC,V2-2S10-600U,544.35,955.0,Storage
65747,EMC,V2-PS15-300-6,2248.65,3945.0,Storage
65748,EMC,V2-PS15-300-7,2624.85,4605.0,Storage
65749,EMC,V2-PS15-3005U,2530.8,4440.0,Storage
65750,EMC,V2-PS15-3006U,3038.1,5330.0,Appliance
65751,EMC,V2-PS15-3007U,2995.35,5255.0,Storage
65752,EMC,V2-PS15-300TU,507.3,890.0,Storage
65753,EMC,V2-PS15-300U,507.3,890.0,Network
65754,EMC,V2-PS15-600-5,2975.4,5220.0,Storage
65755,EMC,V2-PS15-600-6,3573.9,6270.0,Storage
65756,EMC,V2-PS15-600-7,4166.7,7310.0,Network
65757,EMC,V2-PS15-6005U,4018.5,7050.0,Storage
65758,EMC,V2-PS15-6006U,4822.2,8460.0,Storage
65759,EMC,V2-PS15-6007U,5625.9,9870.0,Network
65760,EMC,V2-PS15-600TU,800.85,1405.0,Storage
65761,EMC,V2-PS15-600U,800.85,1405.0,DELETE
65763,EMC,V21-BBU,112.29,197.0,Power
65764,EMC,V21-CCARD,637.83,1119.0,Network
65765,EMC,V21-ESLIC,570.0,1000.0,Network
65766,EMC,V21-LCC,1011.18,1774.0,Network
65769,EMC,V21-PS,275.88,484.0,Power
65770,EMC,V21-PS-DAE25,275.88,484.0,Power
65771,EMC,V212D08A12CXL,7980.0,14000.0,Storage
65772,EMC,V13-PWR-1,,,Network
65773,EMC,V13-PWR-0,,,Network
65774,EMC,V-VX-D90010,4327.6,6980.0,Storage
65775,EMC,V-VX-D60010,3047.3,4915.0,Storage
65776,EMC,V-V4-VS1600FX,20363.2,39160.0,Storage
65777,EMC,V13-PWR-4,,,Network
65778,EMC,V13-PWR-5,,,Network
65779,EMC,V13-PWR-6,,,Network
65780,EMC,V13-PWR-7,,,Network
65781,EMC,V13-PWR-8,,,Network
65782,EMC,V13-PWR-9,,,Network
65783,EMC,V16-SNAPR12,342.0,600.0,Network
65784,EMC,V16-SNAPR25,342.0,600.0,Network
65785,EMC,V2-10G-C-SPRE,1653.0,2900.0,Network
65786,EMC,V2-10GB-ETH-C,1653.0,2900.0,Network
65787,EMC,V-V4-D2800FX,15589.6,29980.0,Storage
65788,EMC,V-V4-D260015,2904.2,5585.0,Storage
65789,EMC,V-V4-D2400FX,7051.2,13560.0,Storage
65790,EMC,V-V4-D230015,1892.8,3640.0,Storage
65791,EMC,V-V4-2S1600FX,20363.2,39160.0,Storage
65792,EMC,V-V4-2S0701,1861.6,3580.0,Storage
65793,EMC,V-V4-290010,2355.6,4530.0,Storage
65794,EMC,V-V4-2800FX,15592.2,29985.0,Storage
65795,EMC,V-V4-260015,2904.2,5585.0,Storage
65796,EMC,V2-1GB-IO,570.0,1000.0,Network
65797,EMC,V2-2S10-300TU,373.35,655.0,Storage
65798,EMC,V2-2S10-300U,373.35,655.0,Storage
65799,EMC,V2-2S10-600TU,544.35,955.0,Storage
65801,EMC,V-V4-260010,1794.0,3450.0,Storage
65802,EMC,V-V4-2400FX,7051.2,13560.0,Storage
65804,EMC,V13-PWR-2,,,Network
65805,EMC,V-V4-D2S1600FX,20363.2,39160.0,Storage
65806,EMC,V-V4-D400FX,7051.2,13560.0,Storage
65807,EMC,V-V4-D60010,1794.0,3450.0,Storage
65872,EMC,V-V4-230015,2584.4,4970.0,Storage
65953,EMC,VDXSFP-10G-SR,465.0,750.0,Network
65954,EMC,VDXSFP-10GSR8,2108.0,3400.0,Network
65956,EMC,VF-ERS-G-TLSST1F,26675.0,27500.0,Network
65957,EMC,VF4103001B,700.6,1130.0,Storage
65958,EMC,VF4103001BTU,979.6,1580.0,Storage
